動作名稱,器材,重點部位,準備工作,動作要領,關鍵提示
過頭三頭肌伸展 -槓鈴,槓鈴,手臂：肱三頭肌,"Sit on a bench with feet on the floor. Hold the barbell behind the back of your head in an overhand grip with arms bent and elbows lifted.
","1. ﻿﻿Exhale and extend your elbows to press your hands up until your arms are straight.
2. ﻿﻿Pause for a few seconds, inhale, return to the starting position slowly and repeat.","1. Keep your upper arms still and in line with your body.
2. ﻿﻿Do not lock out your elbows at the top.
3. ﻿﻿Do not shrug your shoulders throughout the movement.
4. ﻿﻿Keep a straight back and braced core during the exercise."
弓箭步 -槓鈴,槓鈴,"腿部：股四頭肌, 腿部：臀肌","Stand with feet shoulder width apart. Hold a barbell across your back with hands slightly wider than shoulder width apart and palms facing forward.
動作要領
1. ﻿﻿Inhale and take a big step forward with one leg and lower your body, until the knee behind almost down on the floor with the front knee bent.
2. ﻿﻿Exhale and return to the starting position through the front heel.
3. ﻿﻿Complete alternating between left and right.
關鍵提示
1. ﻿﻿Do not let your front knee go over your toes.
2. ﻿﻿Do not let your back knee touch the floor.
3. ﻿﻿Keep a straight back and braced core during the exercise.","1. ﻿﻿Inhale and take a big step forward with one leg and lower your body, until the knee behind almost down on the floor with the front knee bent.
2. ﻿﻿Exhale and return to the starting position through the front heel.
3. ﻿﻿Complete alternating between left and right.","1. ﻿﻿Do not let your front knee go over your toes.
2. ﻿﻿Do not let your back knee touch the floor.
3. ﻿﻿Keep a straight back and braced core during the exercise."
負重躬身 -槓鈴,槓鈴,"背部：下背部, 腿部：臀肌","Stand with feet shoulder width apart. Place the barbell across your shoulders and hold it with palms facing forward.
","1. ﻿﻿Hinge forwards from your hips and slightly bend in your knees until your upper body is parallel to the floor. Feel the stretch in your lower back and hamstrings.
2. ﻿﻿Return to the starting position and repeat.","1.  Keep your head, spine and neck in line throughout the movement.
2. Keep a braced core during the exercise."
反握腕彎舉 -槓鈴,槓鈴,手臂：前臂,"Sit on a bench and rest your forearms on the thighs with the wrists ahead of the knees.
Hold a barbell with an overhand grip and curl the wrists downwards.
","1. ﻿﻿Extend the curled wrists and raise the barbell until you feel a stretch in your arms.
2. ﻿﻿Return to the starting position and repeat.
","1. Keep your thighs and forearms parallel to the floor.
2.Keep your elbows and wrists at the same height during the exercise."
反向彎舉 -槓鈴,槓鈴,手臂：肱二頭肌,"Stand with feet shoulder width apart. Hold a barbell at hip level in an overhand grip with arms extended and tucked to your sides.
","1. ﻿﻿Exhale and curl the barbell up to your shoulders bending at the elbows.
2. ﻿﻿Do not swing the dumbbell down.
3. ﻿﻿Inhale and lower the barbell back to the starting position and repeat.
","1. ﻿﻿Keep your wrists straight throughout the movement.
2. ﻿﻿Do not swing the bar down.
3. ﻿﻿Keep a straight back and braced core during the exercise."
反向弓箭步 -槓鈴,槓鈴,"腿部：股四頭肌, 腿部：臀肌","Stand with feet shoulder width apart. Hold the barbell on the back of your shoulders in a wide grip with palms facing forward.
","Inhale and take a big step backward with one leg and lower your body, until the working knee almost down on the floor with the opposite leg bent.
Exhale and return to the starting position and complete alternating between left and right.","1. ﻿﻿Do not let your front knee go over your toes.
2. ﻿﻿Do not let your back knee touch the floor.
3. ﻿﻿Keep a straight back and braced core during the exercise."
分腿蹲 -槓鈴,槓鈴,"腿部：股四頭肌, 腿部：臀肌","Stand and take a step forward with one foot.
Hold the barbell on the back of your shoulders with palms facing forward.
","1. ﻿﻿Inhale and lower the behind knee almost down on the floor and bend the front knee until the thigh is parallel to the floor.
2. ﻿﻿Exhale and return to the starting position and repeat.
3. Switch to the other side and repeat the same repetitions.","1. ﻿﻿Do not let your front knee go over your toes.
2. ﻿﻿Do not let your back knee touch the floor.
3. ﻿﻿Keep a straight back and braced core during the exercise."
分腿上挺 -槓鈴,槓鈴,全身,"Hold a barbell with a slightly wider than shoulder overhand grip. Put the bar on your chest with your head retracted and feet shoulder width apart.
","1. Bend your knees slightly into a half-squat position.
2. Quickly split feet with one foot forward and drive the bar directly above your head until your arms are straight.
3.  Bring your feet together and hold the bar for a few seconds.
4. Return to the starting position and repeat.","1. ﻿﻿Do not let your knees go over your toes when you squat.
2. ﻿﻿Bend your knees when you split your feet.
3. ﻿﻿To add difficulty, add weights gradually.
4. ﻿﻿Keep a straight back and braced core during the exercise."
俯身划船 -槓鈴,槓鈴,肩膀,"Stand with feet shoulder width apart. Bend at the hips and knees to hold the barbell near your shins in an overhand grip.
","1. Exhale and bend your elbows to lift the bar until the upper arms are parallel to the floor.
2. Squeeze your shoulder blades at the top for a few seconds. Inhale and return to the starting position slowly and repeat.","1. ﻿﻿Move the bar vertically.
2. ﻿﻿Keep a straight back during the exercise."
二頭肌屈臂 -槓鈴,槓鈴,手臂：肱二頭肌,"Stand with your chest up. Hold the barbell in an underhand grip with hands shoulder width apart and elbows tucked to your sides.
","1.Curl the bar up until your upper arms touch your chest.
2.Pause for a few seconds and squeeze your biceps.
3.Lower the bar to the starting position and repeat.","1. Keep your chest up and eyes looking forward throughout the movement.
2. Keep a straight back and braced core during the exercise."
登階 -槓鈴,槓鈴,"腿部：股四頭肌, 腿部：臀肌","Stand in front of a bench. Hold a barbell on your back across the shoulders with palms wide apart and facing forward.
","1. ﻿﻿Put one foot on the bench.
2. ﻿﻿Inhale and drive through the front heel and midfoot to bring the leg behind onto the bench and stand up straight with legs together.
3.Exhale and return to the starting position and repeat.
4.Switch to the other side and repeat the same repetitions.","1. Do not use the leg on the floor to assist the upward movement.
2. Keep a straight back and braced core during the exercise."
地面臥推 -槓鈴,槓鈴,胸部,"Lie on the floor with legs apart. Hold the barbell above your chest with elbows bent at 90 degrees and palms facing forward.
","1. Exhale and squeeze your chest to push the bar up to extend your arms straight.
2. Inhale and slowly lower your bar to the starting position and repeat.","1. ﻿﻿Do not lock out your elbows at the top.
2. ﻿﻿Keep a straight back and braced core during the exercise."
單腳臀推 -槓鈴,槓鈴,腿部：臀肌,Sit with your back against the bench and feet flat on the floor. Lift your hips slightly off the floor and hold the barbell in an overhand grip on the crease of your hips.,"1.Push your hips upwards and lift one leg up with knees bent until the other thigh is parallel to the floor.     2. Squeeze your glutes and hold for a few seconds at the top position.
3. Pause for a few seconds, inhale, slowly lower the barbell to the starting position and repeat.
4.Switch to the other side and repeat the same repetitions.","1. Do not allow your knees fall inward or outward.
2. Do not contact your glutes with the floor during the exercise.
3. Keep a straight back and braced core during the exercise."
傳教士彎舉 -槓鈴,槓鈴,手臂：肱二頭肌,"Sit on a bench with feet on the floor. Hold the barbell in a shoulder width underhand grip with arms extended against the pad.
","1. Exhale, squeeze your biceps and bend you elbows to bring the bar close to your shoulders.
2. Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Do not lock out your elbows during the exercise.
2
Keep your back straight and upper arms still during the exercise."
側弓箭步 -槓鈴,槓鈴,"腿部：股四頭肌, 腿部：臀肌","Stand with feet shoulder width apart. Hold a barbell across your shoulders with palms facing forward.
","1.Inhale and step one leg to the side and bend at the knee until the thigh is parallel with the floor.
2. ﻿﻿Keep the opposite leg in place and straight.
3. ﻿﻿Exhale and return to the starting position.
4.Switch to the other side and repeat the same repetitions.","1. ﻿﻿Do not let your knee go over your toes.
2. ﻿﻿To avoid damage to knees, control your body movement while lowering.
3. ﻿﻿Keep a braced core during the exercise."
板凳臥推 (窄距) -槓鈴,槓鈴,"手臂：肱三頭肌, 胸部","Lie on a bench with feet on the floor. Hold the barbell at the height of the chest in a close overhand grip with arms bent.
","1. Exhale and squeeze your chest to push the bar up to extend your arms straight.
2.Inhale and slowly lower your bar to the starting position and repeat.","1. ﻿﻿Do not lock out your elbows at the top.
2. ﻿﻿Keep a straight back and braced core during the exercise."
板凳臥推 (寬距) -槓鈴,槓鈴,胸部,"Lie on a bench with feet on the floor. Hold the barbell above your chest in a wide grip with palms facing forward.
","1. Exhale and squeeze your chest to push the bar up to extend your arms straight.
2.Inhale and slowly lower your bar to the starting position and repeat.","1. Do not lock out your elbows at the top.
2.Keep a straight back and braced core during the exercise."
